id,driver_id,start_ts,end_ts,vehicle_id,ambulatory_riders,handicapped_riders,total_riders,status,updated_at
138773,15392.0,2022-02-23 10:15:03,2022-02-23 10:25:28,7,1,0,1,Completed,2022-02-23 10:25:29
138773,15392.0,2022-02-23 10:15:03,2022-02-23 10:25:28,7,1,0,1,Completed,2022-07-24 00:49:40
138767,15392.0,2022-02-24 10:09:32,2022-02-24 10:22:49,7,1,0,1,Completed,2022-02-24 10:22:50
138767,15392.0,2022-02-24 10:09:32,2022-02-24 10:22:49,7,1,0,1,Completed,2022-07-24 00:49:35
138762,15392.0,2022-02-22 15:39:02,2022-02-22 16:08:54,7,1,0,1,Completed,2022-02-22 16:08:55
138762,15392.0,2022-02-22 15:39:02,2022-02-22 16:08:54,7,1,0,1,Completed,2022-07-24 00:49:30
138763,15392.0,2022-02-22 18:42:41,2022-02-22 19:03:59,7,1,0,1,Completed,2022-02-22 19:04:00
138763,15392.0,2022-02-22 18:42:41,2022-02-22 19:03:59,7,1,0,1,Completed,2022-07-24 00:49:31
138759,15392.0,2022-02-22 10:07:10,2022-02-22 10:22:30,7,1,0,1,Completed,2022-02-22 10:22:30
138759,15392.0,2022-02-22 10:07:10,2022-02-22 10:22:30,7,1,0,1,Completed,2022-07-24 00:49:28
138757,16576.0,2022-02-21 22:31:52,2022-02-21 23:20:31,253,1,0,1,Completed,2022-02-21 23:20:33
138757,16576.0,2022-02-21 22:31:52,2022-02-21 23:20:31,253,1,0,1,Completed,2022-07-24 00:49:26
138758,16576.0,2022-02-21 23:21:20,2022-02-22 00:25:12,253,1,0,1,Completed,2022-02-22 00:25:15
138758,16576.0,2022-02-21 23:21:20,2022-02-22 00:25:12,253,1,0,1,Completed,2022-07-24 00:49:27
138732,15392.0,2022-02-18 15:18:29,2022-02-18 15:36:04,7,1,0,1,Completed,2022-02-18 19:15:14
138732,15392.0,2022-02-18 15:18:29,2022-02-18 15:36:04,7,1,0,1,Completed,2022-07-24 00:48:53
138733,15392.0,2022-02-18 15:43:10,2022-02-18 16:13:09,7,1,0,1,Completed,2022-02-18 19:15:12
138733,15392.0,2022-02-18 15:43:10,2022-02-18 16:13:09,7,1,0,1,Completed,2022-07-24 00:48:55
138725,16576.0,2022-02-18 04:02:06,2022-02-18 05:18:26,253,13,0,13,Completed,2022-02-18 19:15:17
138725,16576.0,2022-02-18 04:02:06,2022-02-18 05:18:26,253,13,0,13,Completed,2022-07-24 00:48:45
138712,44.0,2022-02-19 10:05:05,2022-02-19 10:33:10,46,11,0,11,Completed,2022-02-19 10:33:11
138712,44.0,2022-02-19 10:05:05,2022-02-19 10:33:10,46,11,0,11,Completed,2022-07-24 00:48:32
138709,44.0,2022-02-18 19:34:47,2022-02-18 20:45:19,55,11,0,11,Completed,2022-02-18 20:45:19
138709,44.0,2022-02-18 19:34:47,2022-02-18 20:45:19,55,11,0,11,Completed,2022-07-24 00:48:30
138596,16576.0,2022-02-17 20:38:18,2022-02-17 22:31:59,83,15,0,15,Completed,2022-02-18 19:15:58
138596,16576.0,2022-02-17 20:38:18,2022-02-17 22:31:59,83,15,0,15,Completed,2022-07-24 00:46:30
138586,15715.0,2022-02-17 11:23:44,2022-02-17 12:39:50,81,13,0,13,Completed,2022-02-18 19:16:03
138586,15715.0,2022-02-17 11:23:44,2022-02-17 12:39:50,81,13,0,13,Completed,2022-07-24 00:46:19
138550,15392.0,2022-02-20 10:04:11,2022-02-20 10:16:33,7,1,0,1,Completed,2022-02-20 10:16:34
138550,15392.0,2022-02-20 10:04:11,2022-02-20 10:16:33,7,1,0,1,Completed,2022-07-24 00:45:35
138527,15392.0,2022-02-19 12:59:45,2022-02-19 13:23:38,7,1,0,1,Completed,2022-02-19 13:23:39
138527,15392.0,2022-02-19 12:59:45,2022-02-19 13:23:38,7,1,0,1,Completed,2022-07-24 00:45:02
138528,2167.0,2022-02-19 18:56:58,2022-02-19 19:36:12,55,1,0,1,Completed,2022-02-19 19:36:12
138528,2167.0,2022-02-19 18:56:58,2022-02-19 19:36:12,55,1,0,1,Completed,2022-07-24 00:45:05
138529,2167.0,2022-02-19 20:41:58,2022-02-19 21:14:33,55,1,0,1,Completed,2022-02-19 21:14:34
138529,2167.0,2022-02-19 20:41:58,2022-02-19 21:14:33,55,1,0,1,Completed,2022-07-24 00:45:08
138521,45.0,2022-02-22 02:48:11,2022-02-22 03:45:34,5,1,0,1,Completed,2022-02-22 03:45:36
138521,45.0,2022-02-22 02:48:11,2022-02-22 03:45:34,5,1,0,1,Completed,2022-07-24 00:44:56
138520,15715.0,2022-02-21 10:48:07,2022-02-21 12:44:46,81,1,0,1,Completed,2022-02-21 12:44:47
138520,15715.0,2022-02-21 10:48:07,2022-02-21 12:44:46,81,1,0,1,Completed,2022-07-24 00:44:55
138519,45.0,2022-02-23 02:30:44,2022-02-23 03:40:54,42,1,0,1,Completed,2022-02-23 03:40:59
138519,45.0,2022-02-23 02:30:44,2022-02-23 03:40:54,42,1,0,1,Completed,2022-07-24 00:44:54
138517,45.0,2022-02-24 02:41:11,2022-02-24 03:44:03,5,1,0,1,Completed,2022-02-24 03:44:05
138517,45.0,2022-02-24 02:41:11,2022-02-24 03:44:03,5,1,0,1,Completed,2022-07-24 00:44:52
138516,45.0,2022-02-23 11:31:31,2022-02-23 12:43:07,5,1,0,1,Completed,2022-02-23 12:43:09
138516,45.0,2022-02-23 11:31:31,2022-02-23 12:43:07,5,1,0,1,Completed,2022-07-24 00:44:51
138514,45.0,2022-02-24 11:34:22,2022-02-24 12:49:14,5,1,0,1,Completed,2022-02-24 12:49:18
138514,45.0,2022-02-24 11:34:22,2022-02-24 12:49:14,5,1,0,1,Completed,2022-07-24 00:44:49
138512,45.0,2022-02-25 11:29:29,2022-02-25 12:40:42,5,1,0,1,Completed,2022-02-25 12:40:45
138512,45.0,2022-02-25 11:29:29,2022-02-25 12:40:42,5,1,0,1,Completed,2022-07-24 00:44:47
138665,2167.0,2022-02-17 03:02:14,2022-02-17 03:41:38,55,14,0,14,Completed,2022-02-18 19:15:44
138665,2167.0,2022-02-17 03:02:14,2022-02-17 03:41:38,55,14,0,14,Completed,2022-07-24 00:47:40
138511,16576.0,2022-02-28 02:16:15,2022-02-28 03:32:56,253,1,0,1,Completed,2022-02-28 03:33:08
138511,16576.0,2022-02-28 02:16:15,2022-02-28 03:32:56,253,1,0,1,Completed,2022-07-24 00:44:46
138510,16576.0,2022-03-01 02:05:46,2022-03-01 03:38:11,253,1,0,1,Completed,2022-03-01 03:38:12
138510,16576.0,2022-03-01 02:05:46,2022-03-01 03:38:11,253,1,0,1,Completed,2022-07-24 00:44:45
138508,16576.0,2022-02-21 02:17:53,2022-02-21 03:34:47,253,1,0,1,Completed,2022-02-21 03:34:49
138508,16576.0,2022-02-21 02:17:53,2022-02-21 03:34:47,253,1,0,1,Completed,2022-07-24 00:44:43
138484,15392.0,2022-02-17 13:12:58,2022-02-17 13:56:54,7,1,0,1,Completed,2022-02-18 19:16:21
138484,15392.0,2022-02-17 13:12:58,2022-02-17 13:56:54,7,1,0,1,Completed,2022-07-24 00:44:15
138481,16576.0,2022-02-18 01:48:46,2022-02-18 02:32:51,253,1,0,1,Completed,2022-02-18 19:16:25
138481,16576.0,2022-02-18 01:48:46,2022-02-18 02:32:51,253,1,0,1,Completed,2022-07-24 00:44:12
138479,45.0,2022-02-17 21:24:31,2022-02-17 22:38:59,5,1,0,1,Completed,2022-02-18 19:16:30
138479,45.0,2022-02-17 21:24:31,2022-02-17 22:38:59,5,1,0,1,Completed,2022-07-24 00:44:10
138462,23.0,2022-02-17 20:25:13,2022-02-17 21:37:31,72,2,0,2,Completed,2022-02-18 19:16:33
138458,24.0,2022-02-17 18:44:00,2022-02-17 20:15:32,71,4,0,4,Completed,2022-02-18 19:16:38
138457,11.0,2022-02-17 18:40:38,2022-02-17 19:34:17,42,0,1,1,Completed,2022-02-18 19:16:41
138455,2167.0,2022-02-19 11:53:01,2022-02-19 12:41:46,253,8,0,8,Completed,2022-02-19 12:41:47
138455,2167.0,2022-02-19 11:53:01,2022-02-19 12:41:46,253,8,0,8,Completed,2022-07-24 00:43:48
138454,2167.0,2022-02-19 10:13:37,2022-02-19 11:14:55,253,13,0,13,Completed,2022-02-19 11:14:56
138454,2167.0,2022-02-19 10:13:37,2022-02-19 11:14:55,253,13,0,13,Completed,2022-07-24 00:43:47
138453,2167.0,2022-02-20 03:16:06,2022-02-20 04:52:06,55,11,0,11,Completed,2022-02-20 04:52:07
138453,2167.0,2022-02-20 03:16:06,2022-02-20 04:52:06,55,11,0,11,Completed,2022-07-24 00:43:46
138451,16576.0,2022-02-19 17:30:55,2022-02-19 18:59:48,253,11,0,11,Completed,2022-02-19 18:59:50
138450,44.0,2022-02-19 11:56:21,2022-02-19 12:35:52,46,14,0,14,Completed,2022-02-19 12:35:53
138450,44.0,2022-02-19 11:56:21,2022-02-19 12:35:52,46,14,0,14,Completed,2022-07-24 00:43:43
138443,23.0,2022-02-17 11:33:31,2022-02-17 13:24:17,72,1,1,2,Completed,2022-02-18 19:16:54
138442,24.0,2022-02-17 11:21:54,2022-02-17 13:11:12,71,4,0,4,Completed,2022-02-18 19:16:56
138435,2733.0,2022-02-19 02:01:44,2022-02-19 03:07:22,46,14,0,14,Completed,2022-02-19 03:07:23
138435,2733.0,2022-02-19 02:01:44,2022-02-19 03:07:22,46,14,0,14,Completed,2022-07-24 00:43:27
138432,33.0,2022-02-16 15:52:37,2022-02-16 16:04:28,72,0,1,1,Completed,2022-02-18 19:17:01
138410,3843.0,2022-02-16 21:47:38,2022-02-16 22:23:46,83,1,0,1,Completed,2022-02-18 19:17:04
138409,15392.0,2022-02-16 13:22:57,2022-02-16 13:58:06,7,1,0,1,Completed,2022-02-18 19:17:06
138315,15392.0,2022-02-17 16:48:59,2022-02-17 17:15:43,7,1,0,1,Completed,2022-02-18 19:17:19
138315,15392.0,2022-02-17 16:48:59,2022-02-17 17:15:43,7,1,0,1,Completed,2022-07-24 00:41:21
138306,16576.0,2022-02-16 13:22:34,2022-02-16 14:02:53,253,1,0,1,Completed,2022-02-18 19:17:23
138306,16576.0,2022-02-16 13:22:34,2022-02-16 14:02:53,253,1,0,1,Completed,2022-07-24 00:41:09
138269,15392.0,2022-02-15 16:04:20,2022-02-15 16:28:46,7,1,0,1,Completed,2022-02-18 19:17:28
138261,45.0,2022-02-16 21:30:00,2022-02-16 21:58:08,5,1,0,1,Completed,2022-02-18 19:17:38
138261,45.0,2022-02-16 21:30:00,2022-02-16 21:58:08,5,1,0,1,Completed,2022-07-24 00:40:10
138218,15392.0,2022-02-15 13:49:37,2022-02-15 14:07:55,7,1,0,1,Completed,2022-02-18 19:17:48
138135,3843.0,2022-02-14 19:59:29,2022-02-14 20:36:07,81,1,0,1,Completed,2022-02-18 19:17:52
138071,15392.0,2022-02-15 12:30:38,2022-02-15 12:46:15,7,1,0,1,Completed,2022-02-18 19:18:07
138064,15392.0,2022-02-16 12:00:07,2022-02-16 12:24:45,7,1,0,1,Completed,2022-02-18 19:18:12
138064,15392.0,2022-02-16 12:00:07,2022-02-16 12:24:45,7,1,0,1,Completed,2022-07-24 00:36:39
138057,15392.0,2022-02-15 13:28:05,2022-02-15 13:49:22,7,1,0,1,Completed,2022-02-18 19:18:19
138057,15392.0,2022-02-15 13:28:05,2022-02-15 13:49:22,7,1,0,1,Completed,2022-07-24 00:36:34
138058,15392.0,2022-02-15 15:39:06,2022-02-15 16:02:08,7,1,0,1,Completed,2022-02-18 19:18:17
138059,2167.0,2022-02-15 21:40:05,2022-02-15 22:11:03,51,1,0,1,Completed,2022-02-18 19:18:15
138059,2167.0,2022-02-15 21:40:05,2022-02-15 22:11:03,51,1,0,1,Completed,2022-07-24 00:36:35
138056,16576.0,2022-02-15 23:39:13,2022-02-16 00:38:13,81,2,0,2,Completed,2022-02-18 19:18:21
138056,16576.0,2022-02-15 23:39:13,2022-02-16 00:38:13,81,2,0,2,Completed,2022-07-24 00:36:33
138006,3843.0,2022-02-14 21:17:40,2022-02-14 22:06:39,81,1,0,1,Completed,2022-02-18 19:18:30
137991,15392.0,2022-02-13 20:22:55,2022-02-13 20:46:23,7,1,0,1,Completed,2022-02-18 19:18:34
137991,15392.0,2022-02-13 20:22:55,2022-02-13 20:46:23,7,1,0,1,Completed,2022-07-24 00:35:16
137945,3843.0,2022-02-14 22:06:51,2022-02-14 23:06:23,81,1,0,1,Completed,2022-02-18 19:18:39
137945,3843.0,2022-02-14 22:06:51,2022-02-14 23:06:23,81,1,0,1,Completed,2022-07-24 00:34:24
137778,16576.0,2022-02-12 03:11:06,2022-02-12 04:47:27,253,13,0,13,Completed,2022-02-18 19:18:58
137778,16576.0,2022-02-12 03:11:06,2022-02-12 04:47:27,253,13,0,13,Completed,2022-07-24 00:31:26
137777,2167.0,2022-02-12 03:33:16,2022-02-12 04:17:42,55,10,0,10,Completed,2022-02-18 19:19:01
137777,2167.0,2022-02-12 03:33:16,2022-02-12 04:17:42,55,10,0,10,Completed,2022-07-24 00:31:25
137704,15392.0,2022-02-12 21:14:54,2022-02-12 21:41:55,7,1,0,1,Completed,2022-02-18 19:19:07
137703,15392.0,2022-02-12 21:50:51,2022-02-12 22:12:36,7,1,0,1,Completed,2022-02-18 19:19:09
137703,15392.0,2022-02-12 21:50:51,2022-02-12 22:12:36,7,1,0,1,Completed,2022-07-24 00:30:13
137700,15392.0,2022-02-12 12:58:36,2022-02-12 13:20:57,7,1,0,1,Completed,2022-02-18 19:19:15
137700,15392.0,2022-02-12 12:58:36,2022-02-12 13:20:57,7,1,0,1,Completed,2022-07-24 00:30:10
137583,16914.0,2022-02-11 18:06:15,2022-02-11 19:35:34,5,7,0,7,Completed,2022-02-18 19:20:11
137583,16914.0,2022-02-11 18:06:15,2022-02-11 19:35:34,5,7,0,7,Completed,2022-07-24 00:28:03
137561,15392.0,2022-02-11 12:26:43,2022-02-11 12:45:30,7,1,0,1,Completed,2022-02-18 19:20:21
137490,15392.0,2022-02-10 21:07:06,2022-02-10 21:37:35,7,1,0,1,Completed,2022-02-18 19:20:29
137483,16576.0,2022-02-10 19:40:00,2022-02-10 22:10:43,43,1,0,1,Completed,2022-02-18 19:20:35
137483,16576.0,2022-02-10 19:40:00,2022-02-10 22:10:43,43,1,0,1,Completed,2022-07-24 00:26:14
137484,15392.0,2022-02-10 20:40:34,2022-02-10 21:03:50,7,1,0,1,Completed,2022-02-18 19:20:33
137484,15392.0,2022-02-10 20:40:34,2022-02-10 21:03:50,7,1,0,1,Completed,2022-07-24 00:26:16
137438,16576.0,2022-02-11 04:03:06,2022-02-11 05:17:46,253,13,0,13,Completed,2022-02-18 19:20:45
137438,16576.0,2022-02-11 04:03:06,2022-02-11 05:17:46,253,13,0,13,Completed,2022-07-24 00:25:20
137437,2167.0,2022-02-11 04:11:51,2022-02-11 05:04:02,55,10,0,10,Completed,2022-02-18 19:20:48
137437,2167.0,2022-02-11 04:11:51,2022-02-11 05:04:02,55,10,0,10,Completed,2022-07-24 00:25:19
137420,15392.0,2022-02-10 15:23:36,2022-02-10 15:52:44,7,9,0,9,Completed,2022-02-18 19:20:51
137420,15392.0,2022-02-10 15:23:36,2022-02-10 15:52:44,7,9,0,9,Completed,2022-07-24 00:24:58
137392,45.0,2022-02-14 23:53:27,2022-02-15 00:25:35,42,0,1,1,Completed,2022-02-18 19:21:00
137392,45.0,2022-02-14 23:53:27,2022-02-15 00:25:35,42,0,1,1,Completed,2022-07-24 00:24:26
137393,45.0,2022-02-15 01:13:44,2022-02-15 01:57:04,42,0,1,1,Completed,2022-02-18 19:20:58
137393,45.0,2022-02-15 01:13:44,2022-02-15 01:57:04,42,0,1,1,Completed,2022-07-24 00:24:27
137357,15392.0,2022-02-14 14:55:12,2022-02-14 15:15:48,7,1,0,1,Completed,2022-02-18 19:21:12
137357,15392.0,2022-02-14 14:55:12,2022-02-14 15:15:48,7,1,0,1,Completed,2022-07-24 00:23:36
137355,15392.0,2022-02-14 10:15:52,2022-02-14 10:31:44,7,1,0,1,Completed,2022-02-18 19:21:14
137355,15392.0,2022-02-14 10:15:52,2022-02-14 10:31:44,7,1,0,1,Completed,2022-07-24 00:23:35
137354,2167.0,2022-02-15 23:35:57,2022-02-16 00:16:27,51,1,0,1,Completed,2022-02-18 19:21:16
137354,2167.0,2022-02-15 23:35:57,2022-02-16 00:16:27,51,1,0,1,Completed,2022-07-24 00:23:34
137351,15392.0,2022-02-15 14:42:00,2022-02-15 15:17:16,7,1,0,1,Completed,2022-02-18 19:21:22
137351,15392.0,2022-02-15 14:42:00,2022-02-15 15:17:16,7,1,0,1,Completed,2022-07-24 00:23:31
137353,2167.0,2022-02-15 21:00:20,2022-02-15 21:40:00,51,1,0,1,Completed,2022-02-18 19:21:17
137353,2167.0,2022-02-15 21:00:20,2022-02-15 21:40:00,51,1,0,1,Completed,2022-07-24 00:23:33
137349,15392.0,2022-02-15 10:01:47,2022-02-15 10:15:20,7,1,0,1,Completed,2022-02-18 19:21:23
137349,15392.0,2022-02-15 10:01:47,2022-02-15 10:15:20,7,1,0,1,Completed,2022-07-24 00:23:29
137337,15392.0,2022-02-17 10:18:05,2022-02-17 10:35:48,7,1,0,1,Completed,2022-02-18 19:21:35
137337,15392.0,2022-02-17 10:18:05,2022-02-17 10:35:48,7,1,0,1,Completed,2022-07-24 00:23:16
137334,15392.0,2022-02-18 14:43:50,2022-02-18 15:17:16,7,1,0,1,Completed,2022-02-18 19:21:37
137334,15392.0,2022-02-18 14:43:50,2022-02-18 15:17:16,7,1,0,1,Completed,2022-07-24 00:23:12
137335,16576.0,2022-02-18 21:21:37,2022-02-18 21:38:31,253,1,0,1,Completed,2022-02-18 21:38:33
137335,16576.0,2022-02-18 21:21:37,2022-02-18 21:38:31,253,1,0,1,Completed,2022-07-24 00:23:13
137336,16576.0,2022-02-18 23:29:23,2022-02-19 00:21:06,253,2,0,2,Completed,2022-02-19 00:21:08
137336,16576.0,2022-02-18 23:29:23,2022-02-19 00:21:06,253,2,0,2,Completed,2022-07-24 00:23:15
137330,16576.0,2022-02-16 20:44:56,2022-02-16 21:54:26,83,15,0,15,Completed,2022-02-18 19:21:42
137330,16576.0,2022-02-16 20:44:56,2022-02-16 21:54:26,83,15,0,15,Completed,2022-07-24 00:23:09
137328,16576.0,2022-02-14 20:17:31,2022-02-14 21:56:03,253,14,0,14,Completed,2022-02-18 19:21:47
137328,16576.0,2022-02-14 20:17:31,2022-02-14 21:56:03,253,14,0,14,Completed,2022-07-24 00:23:07
137316,2167.0,2022-02-14 02:15:48,2022-02-14 03:11:25,55,5,0,5,Completed,2022-02-18 19:21:56
137316,2167.0,2022-02-14 02:15:48,2022-02-14 03:11:25,55,5,0,5,Completed,2022-07-24 00:22:57
137247,15602.0,2022-02-23 10:03:32,2022-02-23 11:03:53,46,10,0,10,Completed,2022-02-23 11:03:53
137247,15602.0,2022-02-23 10:03:32,2022-02-23 11:03:53,46,10,0,10,Completed,2022-07-24 00:21:41
137246,3843.0,2022-02-24 02:17:25,2022-02-24 03:37:34,81,20,0,20,Completed,2022-02-24 03:37:34
137246,3843.0,2022-02-24 02:17:25,2022-02-24 03:37:34,81,20,0,20,Completed,2022-07-24 00:21:40
137243,2190.0,2022-02-23 18:47:47,2022-02-23 19:49:51,46,12,0,12,Completed,2022-02-23 19:49:52
137243,2190.0,2022-02-23 18:47:47,2022-02-23 19:49:51,46,12,0,12,Completed,2022-07-24 00:21:37
137242,15715.0,2022-02-23 15:13:42,2022-02-23 16:48:30,81,13,0,13,Completed,2022-02-23 16:48:31
137242,15715.0,2022-02-23 15:13:42,2022-02-23 16:48:30,81,13,0,13,Completed,2022-07-24 00:21:36
137240,44.0,2022-02-24 02:08:16,2022-02-24 03:11:25,51,5,0,5,Completed,2022-02-24 03:11:26
137240,44.0,2022-02-24 02:08:16,2022-02-24 03:11:25,51,5,0,5,Completed,2022-07-24 00:21:34
137236,15602.0,2022-02-24 10:01:04,2022-02-24 11:05:57,46,9,0,9,Completed,2022-02-24 11:05:56
137236,15602.0,2022-02-24 10:01:04,2022-02-24 11:05:57,46,9,0,9,Completed,2022-07-24 00:21:30
137233,16914.0,2022-02-24 19:58:18,2022-02-24 20:37:41,55,9,0,9,Completed,2022-02-24 20:37:42
137233,16914.0,2022-02-24 19:58:18,2022-02-24 20:37:41,55,9,0,9,Completed,2022-07-24 00:21:27
137232,16914.0,2022-02-24 17:46:42,2022-02-24 18:59:47,51,12,0,12,Completed,2022-02-24 18:59:48
137232,16914.0,2022-02-24 17:46:42,2022-02-24 18:59:47,51,12,0,12,Completed,2022-07-24 00:21:26
137228,45.0,2022-02-26 03:50:19,2022-02-26 04:47:17,46,12,0,12,Completed,2022-02-26 04:47:19
137228,45.0,2022-02-26 03:50:19,2022-02-26 04:47:17,46,12,0,12,Completed,2022-07-24 00:21:22
137226,2190.0,2022-02-25 19:22:58,2022-02-25 20:37:39,46,9,0,9,Completed,2022-02-25 20:37:40
137226,2190.0,2022-02-25 19:22:58,2022-02-25 20:37:39,46,9,0,9,Completed,2022-07-24 00:21:19
137222,15602.0,2022-02-25 19:51:08,2022-02-25 20:39:26,55,11,0,11,Completed,2022-02-25 20:39:28
137222,15602.0,2022-02-25 19:51:08,2022-02-25 20:39:26,55,11,0,11,Completed,2022-07-24 00:21:16
137221,15602.0,2022-02-25 17:37:14,2022-02-25 19:01:08,51,12,0,12,Completed,2022-02-25 19:01:10
137221,15602.0,2022-02-25 17:37:14,2022-02-25 19:01:08,51,12,0,12,Completed,2022-07-24 00:21:15
137220,15602.0,2022-02-25 11:57:15,2022-02-25 12:38:01,46,14,0,14,Completed,2022-02-25 12:38:02
137220,15602.0,2022-02-25 11:57:15,2022-02-25 12:38:01,46,14,0,14,Completed,2022-07-24 00:21:14
137219,21.0,2022-02-25 09:55:30,2022-02-25 11:06:46,51,11,0,11,Completed,2022-02-25 11:06:49
137219,21.0,2022-02-25 09:55:30,2022-02-25 11:06:46,51,11,0,11,Completed,2022-07-24 00:21:13
137214,2733.0,2022-03-01 03:21:09,2022-03-01 04:54:14,51,12,0,12,Completed,2022-03-01 04:54:14
137214,2733.0,2022-03-01 03:21:09,2022-03-01 04:54:14,51,12,0,12,Completed,2022-07-24 00:21:08
137212,15602.0,2022-02-28 11:56:02,2022-02-28 12:36:52,46,10,0,10,Completed,2022-02-28 12:36:52
137212,15602.0,2022-02-28 11:56:02,2022-02-28 12:36:52,46,10,0,10,Completed,2022-07-24 00:21:07
137211,15602.0,2022-02-28 09:59:02,2022-02-28 11:04:46,46,9,0,9,Completed,2022-02-28 11:04:46
137211,15602.0,2022-02-28 09:59:02,2022-02-28 11:04:46,46,9,0,9,Completed,2022-07-24 00:21:06
137207,2733.0,2022-02-28 17:48:07,2022-02-28 19:58:21,51,12,0,12,Completed,2022-02-28 19:58:21
137207,2733.0,2022-02-28 17:48:07,2022-02-28 19:58:21,51,12,0,12,Completed,2022-07-24 00:21:01
137206,2733.0,2022-02-28 15:18:31,2022-02-28 16:37:03,51,13,0,13,Completed,2022-02-28 16:37:03
137206,2733.0,2022-02-28 15:18:31,2022-02-28 16:37:03,51,13,0,13,Completed,2022-07-24 00:21:00
137205,21.0,2022-02-28 10:02:00,2022-02-28 11:09:08,55,11,0,11,Completed,2022-02-28 11:09:10
137205,21.0,2022-02-28 10:02:00,2022-02-28 11:09:08,55,11,0,11,Completed,2022-07-24 00:20:59
137201,2733.0,2022-02-21 23:20:09,2022-02-22 00:37:30,51,12,0,12,Completed,2022-02-22 00:37:31
137201,2733.0,2022-02-21 23:20:09,2022-02-22 00:37:30,51,12,0,12,Completed,2022-07-24 00:20:56
137200,16576.0,2022-02-21 09:52:49,2022-02-21 11:00:08,253,12,0,12,Completed,2022-02-21 11:00:10
137200,16576.0,2022-02-21 09:52:49,2022-02-21 11:00:08,253,12,0,12,Completed,2022-07-24 00:20:55
137197,15602.0,2022-02-22 11:55:09,2022-02-22 12:54:29,46,11,0,11,Completed,2022-02-22 12:54:28
